kommun;year;value
0781;2026;21.07
0821;2015;21.71
0821;2016;21.71
0821;2017;21.71
0821;2018;21.71
0821;2019;21.71
0821;2020;21.71
0821;2021;22.21
0821;2022;22.21
0821;2023;22.21
0821;2024;22.21
0821;2025;22.21
0821;2026;22.21
0834;2015;21.43
0834;2016;21.43
0834;2017;21.43
0834;2018;21.43
0834;2019;21.43
0834;2020;21.43
0834;2021;21.43
0834;2022;21.43
0834;2023;21.43
0834;2024;21.93
0834;2025;21.93
0834;2026;21.93
0840;2015;21.41
0840;2016;21.41
0840;2017;21.41
0840;2018;21.41
0840;2019;21.41
0840;2020;22.21
0840;2021;22.21
0840;2022;22.21
0840;2023;22.21
0840;2024;22.21
0840;2025;22.21
0840;2026;22.21
0860;2015;21.91
0860;2016;21.91
0860;2017;21.91
0860;2018;21.91
0860;2019;21.91
0860;2020;21.91
0860;2021;21.91
0860;2022;21.91
0860;2023;21.91
0860;2024;21.91
0860;2025;21.91
0860;2026;21.91
0861;2015;21.41
0861;2016;21.41
0861;2017;21.41
0861;2018;21.41
0861;2019;21.41
0861;2020;22.21
0861;2021;22.21
0861;2022;22.21
0861;2023;22.21
0861;2024;22.21
0861;2025;22.21
0861;2026;22.21
0862;2015;21.71
0862;2016;21.71
0862;2017;21.71
0862;2018;21.71
0862;2019;21.71
0862;2020;22.21
0862;2021;22.21
0862;2022;21.96
0862;2023;21.96
0862;2024;21.96
0862;2025;21.96
0862;2026;21.96
0880;2015;21.81
0880;2016;21.81
0880;2017;21.81
0880;2018;21.81
0880;2019;21.81
0880;2020;21.81
0880;2021;21.81
0880;2022;21.81
0880;2023;21.81
0880;2024;21.81
0880;2025;21.81
0880;2026;21.81
0881;2015;21.83
0881;2016;22.33
0881;2017;22.33
0881;2018;22.33
0881;2019;22.33
0881;2020;22.33
0881;2021;22.33
0881;2022;22.33
0881;2023;22.33
0881;2024;22.33
0881;2025;22.33
0881;2026;22.33
0882;2015;21.51
0882;2016;22.26
0882;2017;22.26
0882;2018;22.26
0882;2019;22.26
0882;2020;22.26
0882;2021;22.26
0882;2022;22.35
0882;2023;22.35
0882;2024;22.35
0882;2025;22.35
0882;2026;22.35
0883;2015;21.16
0883;2016;21.16
0883;2017;21.16
0883;2018;21.16
0883;2019;21.16
0883;2020;21.16
0883;2021;21.16
0883;2022;21.16
0883;2023;21.16
0883;2024;21.16
0883;2025;21.16
0883;2026;21.16
0884;2015;21.86
0884;2016;22.36
0884;2017;22.36
0884;2018;22.36
0884;2019;22.36
0884;2020;22.36
0884;2021;22.36
0884;2022;22.36
0884;2023;22.36
0884;2024;22.36
0884;2025;22.36
0884;2026;22.36
0885;2015;21.58
0885;2016;21.58
0885;2017;21.58
0885;2018;21.58
0885;2019;21.58
0885;2020;21.58
0885;2021;21.58
0885;2022;21.58
0885;2023;21.58
0885;2024;21.58
0885;2025;21.58
0885;2026;21.58
0980;2015;33.6
0980;2016;33.6
0980;2017;33.6
0980;2018;33.6
0980;2019;33.6
0980;2020;33.6
0980;2021;33.6
0980;2022;33.6
0980;2023;33.6
0980;2024;33.6
0980;2025;33.6
0980;2026;33.6
1060;2015;22.16
1060;2016;22.16
1060;2017;22.16
1060;2018;22.16
1060;2019;21.71
1060;2020;21.71
1060;2021;21.71
1060;2022;21.71
1060;2023;21.71
1060;2024;21.71
1060;2025;21.71
1060;2026;21.71
1080;2015;22.1
1080;2016;22.1
1080;2017;22.1
1080;2018;22.1
1080;2019;21.65
1080;2020;21.65
1080;2021;21.65
1080;2022;21.65
1080;2023;21.65
1080;2024;21.65
1080;2025;21.65
1080;2026;21.65
1081;2015;22.36
1081;2016;22.36
1081;2017;22.36
1081;2018;22.36
1081;2019;21.91
1081;2020;21.91
1081;2021;21.91
1081;2022;21.81
1081;2023;21.81
1081;2024;21.64
1081;2025;21.64
1081;2026;21.64
1082;2015;22.21
1082;2016;22.21
1082;2017;22.21
1082;2018;22.21
1082;2019;21.76
1082;2020;21.76
1082;2021;22.33
1082;2022;22.33
1082;2023;22.33
1082;2024;22.23
1082;2025;22.06
1082;2026;21.76
1083;2015;22.27
1083;2016;22.27
1083;2017;22.27
1083;2018;22.27
1083;2019;21.82
1083;2020;21.82
1083;2021;21.82
1083;2022;21.82
1083;2023;21.82
1083;2024;21.82
1083;2025;21.82
1083;2026;21.82
1214;2015;20.49
1214;2016;20.49
1214;2017;20.74
1214;2018;20.74
1214;2019;20.74
1214;2020;20.74
1214;2021;20.74
1214;2022;20.74
1214;2023;20.74
